"CTstrict","predicted.celltype.l2","orig.ident","n"
"IGH.2816.IGHV3-23_IGLC:Cluster.19.IGKV3-11","B naive","JLKMED",1
"IGH.2819.IGHV3-53_NA.NA","B naive","JLKMED",1
"IGH.282.IGHV4-31_IGLC:Cluster.4.IGKV1-8","B memory","P1042CD3",1
"IGH.2820.IGHV3-33_IGLC:Cluster.13.IGKV1D-39","B naive","JLKMED",1
"IGH.2821.IGHV1-18_IGLC:Cluster.23.IGKV4-1","B naive","JLKMED",1
"IGH.2822.IGHV4-34_IGLC:Cluster.4.IGKV1-8","B intermediate","JLKMED",1
"IGH.2823.IGHV4-39_IGLC:Cluster.23.IGKV4-1","B intermediate","JLKMED",1
"IGH.2824.IGHV1-18_IGLC:Cluster.21.IGKV3-20","B intermediate","JLKMED",1
"IGH.2825.IGHV3-33_IGLC:Cluster.24.IGKV5-2","B naive","JLKMED",1
"IGH.2826.IGHV2-5_NA.NA","B naive","JLKMED",1
"IGH.2827.IGHV3-23_NA.NA","B memory","JLKMED",1
"IGH.2829.IGHV3-33_NA.NA","B intermediate","JLKMED",1
"IGH.2834.IGHV3-33_IGLC:Cluster.1.IGKV1-5","B naive","JLKMED",1
"IGH.2835.IGHV1-3_IGLC:Cluster.23.IGKV4-1","B naive","JLKMED",1
"IGH.2838.IGHV4-59_IGLC:Cluster.23.IGKV4-1","B intermediate","JLKMED",1
"IGH.2839.IGHV1-69-2_IGLC:Cluster.4.IGKV1-8","B naive","JLKMED",1
"IGH.284.IGHV3-33_NA.NA","Plasmablast","P1042CD3",1
"IGH.2841.IGHV4-39_IGLC:Cluster.20.IGKV3-15","B intermediate","JLKMED",1
"IGH.2842.IGHV4-34_IGLC:Cluster.19.IGKV3-11","B intermediate","JLKMED",1
"IGH.2844.IGHV1-69-2_IGLC:Cluster.1.IGKV1-5","B naive","JLKMED",1
"IGH.2846.IGHV3-43_IGLC:Cluster.19.IGKV3-11","B naive","JLKMED",1
"IGH.2847.IGHV4-59_IGLC.87.IGKV3-20","B intermediate","JLKMED",1
"IGH.2848.IGHV1-69-2_IGLC:Cluster.16.IGKV2D-28","B intermediate","JLKMED",1
"IGH.285.IGHV3-21_NA.NA","CD4 TCM","P1042CD3",1
"IGH.2850.IGHV4-61_IGLC:Cluster.19.IGKV3-11","B naive","JLKMED",1
"IGH.2851.IGHV1-69-2_IGLC:Cluster.21.IGKV3-20","B intermediate","JLKMED",1
"IGH.2852.IGHV3-7_IGLC:Cluster.8.IGKV1-17","B intermediate","JLKMED",2
"IGH.2853.IGHV2-26_IGLC:Cluster.37.IGLV3-21","B memory","JLKMED",1
"IGH.2854.IGHV4-39_IGLC:Cluster.21.IGKV3-20","B intermediate","JLKMED",1
"IGH.2855.IGHV3-21_IGLC:Cluster.21.IGKV3-20","B naive","JLKMED",1
"IGH.2858.IGHV1-2_NA.NA","B intermediate","JLKMED",1
"IGH.2859.IGHV3-11_IGLC:Cluster.23.IGKV4-1","B naive","JLKMED",1
"IGH.286.IGHV1-18_NA.NA","Plasmablast","P1042CD3",1
"IGH.2861.IGHV3-33_NA.NA","B naive","JLKMED",1
"IGH.2862.IGHV4-39_NA.NA","B naive","JLKMED",1
"IGH.2865.IGHV4-39_NA.NA","CD8 TEM","JLKMED",1
"IGH.2866.IGHV3-48_IGLC:Cluster.1.IGKV1-5","B intermediate","JLKMED",1
"IGH.2868.IGHV1-18_IGLC:Cluster.1.IGKV1-16","B naive","JLKMED",1
"IGH.287.IGHV3-21_NA.NA","Plasmablast","P1042CD3",1
"IGH.2870.IGHV4-39_NA.NA","B naive","JLKMED",1
"IGH.2871.IGHV5-51_NA.NA","B intermediate","JLKMED",1
"IGH.2874.IGHV3-49_IGLC:Cluster.1.IGKV1-5","B naive","JLKMED",1
"IGH.2875.IGHV3-33_IGLC:Cluster.19.IGKV3-11","B naive","JLKMED",1
"IGH.2876.IGHV3-53_NA.NA","B intermediate","JLKMED",1
"IGH.2879.IGHV3-48_IGLC:Cluster.4.IGKV1-8","B naive","JLKMED",1
"IGH.2880.IGHV3-33_IGLC:Cluster.8.IGKV1-17","Plasmablast","JLKMED",1
"IGH.2881.IGHV3-11_IGLC:Cluster.13.IGKV1D-39","B naive","JLKMED",1
"IGH.2882.IGHV3-48_IGLC:Cluster.7.IGKV1-12","B naive","JLKMED",1
"IGH.2884.IGHV4-59_IGLC:Cluster.21.IGKV3-20","CD8 TEM","JLKMED",1
"IGH.2885.IGHV3-21_NA.NA","B memory","JLKMED",1
"IGH.2886.IGHV3-7_IGLC:Cluster.13.IGKV1D-39","B memory","JLKMED",1
"IGH.2888.IGHV1-18_IGLC:Cluster.16.IGKV2D-28","B intermediate","JLKMED",1
"IGH.2889.IGHV3-66_IGLC:Cluster.21.IGKV3-20","B intermediate","JLKMED",1
"IGH.2890.IGHV3-23_IGLC:Cluster.21.IGKV3-20","B memory","JLKMED",1
"IGH.2891.IGHV1-69-2_NA.NA","B naive","JLKMED",1
"IGH.2892.IGHV3-23_NA.NA","B intermediate","JLKMED",1
"IGH.2895.IGHV3-21_IGLC:Cluster.1.IGKV1-5","B intermediate","JLKMED",1
"IGH.2896.IGHV4-39_NA.NA","B naive","JLKMED",1
"IGH.2897.IGHV4-34_IGLC:Cluster.23.IGKV4-1","B naive","JLKMED",1
"IGH.2898.IGHV3-23_NA.NA","B naive","JLKMED",1
"IGH.29.IGHV4-61_NA.NA","B naive","P1042MED",1
"IGH.290.IGHV3-48_IGLC:Cluster.1.IGKV1-5","B naive","P1042CD3",1
"IGH.2901.IGHV3-23_IGLC:Cluster.13.IGKV1D-39","B naive","JLKMED",1
"IGH.2902.IGHV3-48_IGLC:Cluster.19.IGKV3-11","B naive","JLKMED",1
"IGH.2905.IGHV3-30_IGLC:Cluster.1.IGKV1-16","B intermediate","JLKMED",1
"IGH.2906.IGHV3-21_IGLC:Cluster.21.IGKV3-20","B naive","JLKMED",1
"IGH.2908.IGHV4-59_NA.NA","B memory","JLKMED",1
"IGH.2910.IGHV3-30_NA.NA","B intermediate","JLKMED",1
"IGH.2911.IGHV4-31_NA.NA","B intermediate","JLKMED",1
"IGH.2912.IGHV1-3_IGLC:Cluster.34.IGLV3-1","B naive","JLKMED",1
"IGH.2913.IGHV3-23_IGLC.89.IGKV4-1","B intermediate","JLKMED",1
"IGH.2914.IGHV3-30_NA.NA","B intermediate","JLKMED",1
"IGH.2915.IGHV1-3_NA.NA","B naive","JLKMED",1
"IGH.2916.IGHV6-1_IGLC:Cluster.23.IGKV4-1","B intermediate","JLKMED",1
"IGH.2917.IGHV5-51_NA.NA","B intermediate","JLKMED",1
"IGH.2918.IGHV3-23_IGLC:Cluster.1.IGKV1-5","B naive","JLKMED",1
"IGH.2919.IGHV3-33_NA.NA","B intermediate","JLKMED",1
"IGH.292.IGHV2-70_NA.NA","B intermediate","P1042CD3",1
"IGH.2920.IGHV5-51_NA.NA","B naive","JLKMED",1
"IGH.2926.IGHV3-33_NA.NA","B intermediate","JLKMED",1
"IGH.2927.IGHV3-7_IGLC:Cluster.15.IGKV2-30","B intermediate","JLKMED",1
"IGH.2929.IGHV5-51_NA.NA","B intermediate","JLKMED",1
"IGH.293.IGHV1-3_NA.NA","CD4 TCM","P1042CD3",1
"IGH.2930.IGHV3-7_IGLC:Cluster.13.IGKV1D-39","B intermediate","JLKMED",1
"IGH.2931.IGHV1-69-2_NA.NA","B naive","JLKMED",1
"IGH.2932.IGHV3-11_IGLC:Cluster.19.IGKV3-11","B naive","JLKMED",1
"IGH.2936.IGHV3-21_NA.NA","B memory","JLKCD3",1
"IGH.2937.IGHV1-58_IGLC:Cluster.7.IGKV1-12","B naive","JLKCD3",1
"IGH.2938.IGHV6-1_IGLC:Cluster.34.IGLV3-1","B intermediate","JLKCD3",1
"IGH.2940.IGHV1-24_NA.NA","CD4 TCM","JLKCD3",1
"IGH.2941.IGHV4-31_IGLC:Cluster.13.IGKV1D-39","B memory","JLKCD3",1
"IGH.2944.IGHV4-39_IGLC:Cluster.23.IGKV4-1","B memory","JLKCD3",1
"IGH.2946.IGHV3-48_IGLC:Cluster.19.IGKV3-11","CD8 TEM","JLKCD3",1
"IGH.2948.IGHV5-51_IGLC:Cluster.21.IGKV3-20","Plasmablast","JLKCD3",1
"IGH.295.IGHV4-34_IGLC:Cluster.21.IGKV3-20","CD4 TCM","P1042CD3",1
"IGH.2951.IGHV4-4_NA.NA","Plasmablast","JLKCD3",1
"IGH.2952.IGHV4-34_IGLC:Cluster.28.IGLV1-47","B memory","JLKCD3",1
"IGH.2953.IGHV1-69-2_NA.NA","B naive","JLKCD3",1
"IGH.2955.IGHV2-70_NA.NA","B intermediate","JLKCD3",1
"IGH.2956.IGHV3-23_IGLC:Cluster.23.IGKV4-1","Plasmablast","JLKCD3",1
"IGH.2957.IGHV3-74_IGLC:Cluster.20.IGKV3-15","Plasmablast","JLKCD3",1
"IGH.2959.IGHV1-3_IGLC:Cluster.20.IGKV3-15","B intermediate","JLKCD3",1
"IGH.2962.IGHV3-43_IGLC.91.IGLV2-23","B memory","JLKCD3",1
"IGH.2965.IGHV4-31_NA.NA","CD4 TCM","JLKCD3",1
"IGH.2967.IGHV4-34_IGLC:Cluster.23.IGKV4-1","B naive","JLKCD3",1
"IGH.2968.IGHV3-33_IGLC:Cluster.13.IGKV1D-39","B memory","JLKCD3",1
"IGH.297.IGHV3-23_NA.NA","CD4 TCM","P1042CD3",1
"IGH.2970.IGHV4-39_NA.NA","B intermediate","JLKCD3",1
"IGH.2973.IGHV3-21_IGLC:Cluster.20.IGKV3-15","B intermediate","JLKCD3",1
"IGH.298.IGHV4-34_IGLC:Cluster.8.IGKV1-17","CD4 Proliferating","P1042CD3",1
"IGH.2981.IGHV5-51_IGLC:Cluster.10.IGKV1-33","B memory","JLKCD3",1
"IGH.2983.IGHV4-31_IGLC:Cluster.13.IGKV1D-39","B intermediate","JLKCD3",1
"IGH.2987.IGHV3-15_NA.NA","Plasmablast","JLKCD3",1
"IGH.2989.IGHV4-59_IGLC:Cluster.20.IGKV3-15","B intermediate","JLKCD3",1
"IGH.2991.IGHV3-43_NA.NA","B intermediate","JLKCD3",1
"IGH.2992.IGHV3-30_NA.NA","B memory","JLKCD3",1
"IGH.2994.IGHV3-66_IGLC:Cluster.7.IGKV1-12","CD4 Proliferating","JLKCD3",1
"IGH.2996.IGHV4-59_IGLC:Cluster.19.IGKV3-11","B intermediate","JLKCD3",1
"IGH.2999.IGHV4-59_IGLC:Cluster.13.IGKV1D-39","CD4 TCM","JLKCD3",1
"IGH.300.IGHV3-15_IGLC:Cluster.21.IGKV3-20","CD4 TCM","P1042CD3",2
"IGH.3001.IGHV3-33_IGLC.93.IGLV2-14","B memory","JLKCD3",1
"IGH.3003.IGHV4-34_IGLC:Cluster.13.IGKV1D-39","CD4 TCM","JLKCD3",1
"IGH.3005.IGHV3-23_IGLC:Cluster.19.IGKV3-11","CD8 Naive","JLKCD3",1
"IGH.3007.IGHV3-11_IGLC:Cluster.10.IGKV1-33","Plasmablast","JLKCD3",1
"IGH.3010.IGHV1-69-2_NA.NA","Plasmablast","JLKCD3",1
"IGH.3011.IGHV3-23_IGLC:Cluster.19.IGKV3-11","B memory","JLKCD3",1
"IGH.3013.IGHV6-1_NA.NA","CD4 Proliferating","JLKCD3",1
"IGH.3016.IGHV5-51_NA.NA","Plasmablast","JLKCD3",1
"IGH.3017.IGHV4-61_NA.NA","B intermediate","JLKCD3",1
"IGH.3018.IGHV3-7_IGLC:Cluster.10.IGKV1-33","CD4 Proliferating","JLKCD3",1
"IGH.3025.IGHV3-64_IGLC:Cluster.13.IGKV1D-39","B intermediate","JLKCD3",1
"IGH.3026.IGHV3-43_NA.NA","ILC","JLKCD3",1
"IGH.3027.IGHV4-39_NA.NA","CD4 Proliferating","JLKCD3",1
"IGH.3029.IGHV1-2_NA.NA","B memory","JLKCD3",1
"IGH.303.IGHV1-18_NA.NA","CD4 TCM","P1042CD3",1
"IGH.3030.IGHV3-43_NA.NA","B intermediate","JLKCD3",1
"IGH.3031.IGHV1-46_IGLC:Cluster.10.IGKV1-33","B intermediate","JLKCD3",1
"IGH.3037.IGHV1-18_IGLC:Cluster.1.IGKV1-5","B intermediate","JLKCD3",1
"IGH.3038.IGHV3-23_IGLC:Cluster.13.IGKV1D-39","CD4 TCM","JLKCD3",1
"IGH.3039.IGHV1-69-2_IGLC:Cluster.20.IGKV3-15","B intermediate","JLKCD3",1
"IGH.3040.IGHV3-7_IGLC:Cluster.2.IGKV1-5","B intermediate","JLKCD3",1
"IGH.3041.IGHV4-34_IGLC.94.IGLV3-19","Plasmablast","JLKCD3",1
"IGH.3043.IGHV1-2_NA.NA","B naive","JLKCD3",1
"IGH.3047.IGHV4-59_IGLC:Cluster.16.IGKV2D-28","B intermediate","JLKCD3",1
"IGH.305.IGHV3-74_NA.NA","B intermediate","P1042CD3",1
"IGH.3050.IGHV3-11_NA.NA","B intermediate","JLKCD3",1
"IGH.3053.IGHV3-23_IGLC:Cluster.3.IGKV1-6","B intermediate","JLKCD3",1
"IGH.306.IGHV3-11_IGLC:Cluster.20.IGKV3-15","B intermediate","P1042CD3",1
"IGH.306.IGHV3-11_IGLC:Cluster.20.IGKV3-15","CD4 TCM","P1042CD3",1
"IGH.3065.IGHV3-74_IGLC:Cluster.32.IGLV2-23","Plasmablast","JLKCD3",1
"IGH.307.IGHV1-69_IGLC:Cluster.10.IGKV1-33","B memory","P1042CD3",1
"IGH.3072.IGHV4-34_IGLC:Cluster.16.IGKV2D-28","CD4 TCM","JLKCD3",1
"IGH.3073.IGHV4-34_IGLC:Cluster.20.IGKV3-15","B naive","JLKCD3",1
"IGH.3075.IGHV3-23_NA.NA","B naive","JLKCD3",1
"IGH.3077.IGHV4-59_IGLC:Cluster.1.IGKV1-5","B intermediate","JLKCD3",1
"IGH.308.IGHV1-69-2_IGLC:Cluster.23.IGKV4-1","B intermediate","P1042CD3",1
"IGH.3082.IGHV5-51_IGLC:Cluster.20.IGKV3-15","CD4 TCM","JLKCD3",1
"IGH.3084.IGHV4-59_IGLC:Cluster.23.IGKV4-1","B intermediate","JLKCD3",1
"IGH.3087.IGHV1-2_IGLC:Cluster.1.IGKV1-16","B memory","JLKCD3",1
"IGH.3089.IGHV3-49_IGLC:Cluster.8.IGKV1-17","B memory","JLKCD3",1
"IGH.309.IGHV4-34_IGLC:Cluster.1.IGKV1-5","CD4 TCM","P1042CD3",1
"IGH.3090.IGHV5-51_NA.NA","B intermediate","JLKCD3",1
"IGH.3093.IGHV3-15_IGLC:Cluster.23.IGKV4-1","B memory","JLKCD3",1
"IGH.3094.IGHV3-11_IGLC:Cluster.16.IGKV2D-28","ILC","JLKCD3",1
"IGH.3098.IGHV6-1_IGLC:Cluster.1.IGKV1-5","B intermediate","JLKCD3",1
"IGH.3099.IGHV1-46_IGLC:Cluster.10.IGKV1-33","B memory","JLKCD3",1
"IGH.310.IGHV4-39_IGLC:Cluster.21.IGKV3-20","CD4 TCM","P1042CD3",1
"IGH.3102.IGHV1-46_IGLC:Cluster.21.IGKV3-20","B intermediate","JLKCD3",1
"IGH.3107.IGHV6-1_IGLC:Cluster.21.IGKV3-20","CD8 Naive","JLKCD3",1
"IGH.3109.IGHV3-33_IGLC:Cluster.21.IGKV3-20","CD4 TCM","JLKCD3",1
"IGH.311.IGHV3-21_NA.NA","B intermediate","P1042CD3",1
"IGH.3113.IGHV3-33_IGLC:Cluster.1.IGKV1-5","CD8 TEM","JLKCD3",1
"IGH.3116.IGHV3-7_IGLC:Cluster.23.IGKV4-1","CD4 TCM","JLKCD3",1
"IGH.3117.IGHV4-59_NA.NA","CD4 TCM","JLKCD3",1
"IGH.3119.IGHV3-49_IGLC:Cluster.1.IGKV1-16","B intermediate","JLKCD3",1
"IGH.3120.IGHV3-33_IGLC:Cluster.8.IGKV1-17","Plasmablast","JLKCD3",1
"IGH.3121.IGHV3-64_NA.NA","B memory","JLKCD3",1
"IGH.3122.IGHV1-3_NA.NA","B intermediate","JLKCD3",1
"IGH.3126.IGHV3-11_IGLC:Cluster.39.IGLV4-69","Plasmablast","JLKCD3",1
"IGH.3129.IGHV6-1_IGLC:Cluster.20.IGKV3-15","B intermediate","JLKCD3",1
"IGH.313.IGHV3-49_NA.NA","Plasmablast","P1042CD3",1
"IGH.3131.IGHV3-11_IGLC:Cluster.15.IGKV2-30","B naive","JLKCD3",1
"IGH.3135.IGHV3-48_IGLC:Cluster.37.IGLV3-21","B intermediate","JLKCD3",1
"IGH.3140.IGHV1-2_NA.NA","Plasmablast","JLKCD3",1
"IGH.3144.IGHV3-30_IGLC:Cluster.20.IGKV3-15","CD4 TCM","JLKCD3",1
"IGH.3145.IGHV1-18_NA.NA","B intermediate","JLKCD3",1
"IGH.3153.IGHV3-11_IGLC:Cluster.4.IGKV1-8","CD4 Proliferating","JLKCD3",1
"IGH.3156.IGHV5-51_IGLC:Cluster.18.IGKV2D-40","B memory","JLKCD3",1
"IGH.3158.IGHV3-23_IGLC:Cluster.20.IGKV3-15","CD4 TCM","JLKCD3",1
"IGH.3159.IGHV2-5_IGLC:Cluster.37.IGLV3-21","B intermediate","JLKCD3",1
"IGH.3161.IGHV3-15_IGLC:Cluster.16.IGKV2D-28","B intermediate","JLKCD3",1
"IGH.3167.IGHV3-7_IGLC:Cluster.20.IGKV3-15","B intermediate","JLKCD3",1
"IGH.3168.IGHV3-33_IGLC:Cluster.21.IGKV3-20","B intermediate","JLKCD3",1
"IGH.317.IGHV4-34_IGLC:Cluster.21.IGKV3-20","CD4 TCM","P1042CD3",1
"IGH.3170.IGHV3-49_IGLC:Cluster.18.IGKV2D-40","B memory","JLKCD3",1
"IGH.3171.IGHV4-4_IGLC:Cluster.23.IGKV4-1","B intermediate","JLKCD3",1
"IGH.3173.IGHV3-33_NA.NA","B intermediate","JLKCD3",1
"IGH.3176.IGHV1-45_NA.NA","B naive","JLKCD3",1
"IGH.3179.IGHV3-33_IGLC:Cluster.19.IGKV3-11","CD4 Proliferating","JLKCD3",1
"IGH.318.IGHV4-31_NA.NA","Plasmablast","P1042CD3",1
"IGH.3181.IGHV3-33_NA.NA","B intermediate","JLKCD3",1
"IGH.3182.IGHV4-39_IGLC:Cluster.7.IGKV1-12","Plasmablast","JLKCD3",1
"IGH.3186.IGHV1-2_NA.NA","B memory","JLKCD3",1
"IGH.3189.IGHV3-23_IGLC:Cluster.21.IGKV3-20","B intermediate","JLKCD3",1
"IGH.319.IGHV4-61_NA.NA","Plasmablast","P1042CD3",1
"IGH.3190.IGHV4-39_NA.NA","CD4 TCM","JLKCD3",1
"IGH.3191.IGHV4-34_IGLC:Cluster.3.IGKV1-6","B intermediate","JLKCD3",1
"IGH.3193.IGHV3-30_IGLC:Cluster.7.IGKV1-12","CD4 TCM","JLKCD3",1
"IGH.3196.IGHV3-23_NA.NA","B intermediate","JLKCD3",1
"IGH.32.IGHV1-2_NA.NA","B naive","P1042MED",1
"IGH.322.IGHV1-2_IGLC:Cluster.10.IGKV1-33","CD4 TCM","P1042CD3",1
"IGH.323.IGHV3-11_IGLC:Cluster.10.IGKV1-33","B memory","P1042CD3",1
"IGH.324.IGHV3-21_IGLC:Cluster.1.IGKV1-5","CD4 TCM","P1042CD3",1
"IGH.324.IGHV3-21_IGLC:Cluster.1.IGKV1-5","ILC","P1042CD3",1
"IGH.328.IGHV2-26_NA.NA","CD4 TCM","P1042CD3",1
"IGH.329.IGHV4-59_IGLC:Cluster.21.IGKV3-20","Plasmablast","P1042CD3",1
"IGH.330.IGHV3-33_NA.NA","CD4 TCM","P1042CD3",1
"IGH.331.IGHV3-33_NA.NA","Plasmablast","P1042CD3",1
"IGH.334.IGHV4-34_IGLC:Cluster.21.IGKV3-20","CD4 TCM","P1042CD3",1
"IGH.335.IGHV4-39_NA.NA","CD4 TCM","P1042CD3",1
"IGH.336.IGHV3-53_NA.NA","B intermediate","P1042CD3",1
"IGH.337.IGHV3-13_NA.NA","B intermediate","P1042CD3",1
"IGH.339.IGHV5-51_NA.NA","Plasmablast","P1042CD3",1
"IGH.34.IGHV3-21_NA.NA","B intermediate","P1042MED",1
"IGH.340.IGHV1-24_NA.NA","cDC2","P1042CD3",1
"IGH.342.IGHV1-2_IGLC:Cluster.16.IGKV2D-28","CD4 Proliferating","P1042CD3",1
"IGH.344.IGHV2-5_NA.NA","CD4 TCM","P1042CD3",1
"IGH.345.IGHV2-26_NA.NA","Plasmablast","P1042CD3",1
"IGH.346.IGHV1-18_IGLC:Cluster.20.IGKV3-15","B memory","P1042CD3",1
"IGH.347.IGHV3-48_IGLC:Cluster.15.IGKV2-30","CD4 Proliferating","P1042CD3",1
"IGH.349.IGHV3-7_NA.NA","Plasmablast","P1042CD3",1
"IGH.350.IGHV2-5_IGLC:Cluster.19.IGKV3-11","Plasmablast","P1042CD3",1
"IGH.351.IGHV4-59_NA.NA","CD4 TCM","P1042CD3",1
"IGH.352.IGHV1-3_NA.NA","CD4 TCM","P1042CD3",1
"IGH.353.IGHV4-39_NA.NA","B memory","P1042CD3",1
"IGH.355.IGHV4-61_IGLC:Cluster.30.IGLV2-14","B memory","P1042CD3",1
"IGH.356.IGHV4-39_IGLC:Cluster.13.IGKV1D-39","NK","P1042CD3",1
"IGH.357.IGHV1-2_NA.NA","Plasmablast","P1042CD3",1
"IGH.36.IGHV4-39_NA.NA","B naive","P1042MED",1
"IGH.360.IGHV2-26_IGLC:Cluster.16.IGKV2D-28","B intermediate","P1042CD3",1
"IGH.361.IGHV1-18_NA.NA","CD4 Proliferating","P1042CD3",1
"IGH.363.IGHV4-39_NA.NA","B memory","P1042CD3",1
"IGH.364.IGHV3-21_IGLC:Cluster.20.IGKV3-15","Plasmablast","P1042CD3",1
"IGH.365.IGHV3-53_IGLC:Cluster.13.IGKV1D-39","CD4 Proliferating","P1042CD3",1
"IGH.366.IGHV1-46_IGLC.9.IGKV1D-39","B memory","P1042CD3",1
"IGH.369.IGHV5-51_NA.NA","Plasmablast","P1042CD3",1
"IGH.371.IGHV1-69_IGLC:Cluster.16.IGKV2D-28","Plasmablast","P1042CD3",1
"IGH.374.IGHV1-3_NA.NA","CD4 TCM","P1042CD3",1
"IGH.375.IGHV1-58_IGLC:Cluster.23.IGKV4-1","Plasmablast","P1042CD3",1
"IGH.376.IGHV3-21_NA.NA","B intermediate","P1042CD3",1
"IGH.378.IGHV4-39_IGLC:Cluster.4.IGKV1-8","CD4 Proliferating","P1042CD3",1
"IGH.379.IGHV1-3_NA.NA","CD4 Proliferating","P1042CD3",1
"IGH.380.IGHV4-34_NA.NA","B intermediate","P1042CD3",1
"IGH.382.IGHV6-1_IGLC:Cluster.23.IGKV4-1","B memory","P1042CD3",1
"IGH.383.IGHV4-59_IGLC:Cluster.13.IGKV1D-39","Plasmablast","P1042CD3",1
"IGH.384.IGHV1-69-2_IGLC:Cluster.1.IGKV1D-16","Plasmablast","P1042CD3",1
"IGH.386.IGHV3-74_IGLC:Cluster.23.IGKV4-1","B intermediate","P1042CD3",1
"IGH.387.IGHV1-3_IGLC:Cluster.2.IGKV1-5","CD4 TCM","P1042CD3",1
"IGH.388.IGHV4-59_IGLC:Cluster.10.IGKV1-33","B naive","P1042HIV",1
"IGH.389.IGHV5-51_IGLC:Cluster.37.IGLV3-21","B naive","P1042HIV",1
"IGH.39.IGHV3-23_NA.NA","B intermediate","P1042MED",1
"IGH.390.IGHV3-30_IGLC:Cluster.37.IGLV3-21","B naive","P1042HIV",1
"IGH.392.IGHV4-4_IGLC:Cluster.13.IGKV1D-39","B naive","P1042HIV",1
"IGH.393.IGHV5-51_IGLC:Cluster.10.IGKV1-33","B naive","P1042HIV",1
"IGH.394.IGHV4-61_IGLC:Cluster.31.IGLV2-18","B naive","P1042HIV",1
"IGH.397.IGHV3-21_NA.NA","B naive","P1042HIV",1
"IGH.398.IGHV4-34_NA.NA","B naive","P1042HIV",1
"IGH.399.IGHV4-59_IGLC:Cluster.20.IGKV3-15","B naive","P1042HIV",1
"IGH.4.IGHV3-21_NA.NA","B naive","P1042MED",1
"IGH.40.IGHV4-39_IGLC:Cluster.21.IGKV3-20","B naive","P1042MED",1
"IGH.400.IGHV3-23_IGLC:Cluster.25.IGKV6-21","B naive","P1042HIV",1
"IGH.402.IGHV4-61_NA.NA","B intermediate","P1042HIV",1
"IGH.404.IGHV3-21_IGLC:Cluster.8.IGKV1-17","B naive","P1042HIV",1
"IGH.405.IGHV3-21_IGLC:Cluster.7.IGKV1-12","B intermediate","P1042HIV",1
"IGH.406.IGHV3-33_IGLC:Cluster.19.IGKV3-11","B intermediate","P1042HIV",1
"IGH.407.IGHV3-66_IGLC:Cluster.19.IGKV3-11","B intermediate","P1042HIV",1
"IGH.409.IGHV4-61_IGLC:Cluster.10.IGKV1-33","B naive","P1042HIV",1
"IGH.41.IGHV3-23_NA.NA","B intermediate","P1042MED",1
"IGH.411.IGHV3-15_NA.NA","B intermediate","P1042HIV",1
"IGH.412.IGHV3-48_NA.NA","B intermediate","P1042HIV",1
"IGH.413.IGHV3-43_NA.NA","B naive","P1042HIV",1
"IGH.414.IGHV1-18_IGLC:Cluster.16.IGKV2D-28","B naive","P1042HIV",1
"IGH.415.IGHV3-30_IGLC:Cluster.1.IGKV1-16","B naive","P1042HIV",1
"IGH.416.IGHV3-30_NA.NA","B naive","P1042HIV",1
"IGH.417.IGHV4-4_NA.NA","B naive","P1042HIV",1
"IGH.418.IGHV4-34_IGLC:Cluster.21.IGKV3D-20","B naive","P1042HIV",1
"IGH.420.IGHV3-48_IGLC:Cluster.19.IGKV3-11","B intermediate","P1042HIV",1
"IGH.421.IGHV3-43_NA.NA","B naive","P1042HIV",1
"IGH.423.IGHV4-4_IGLC:Cluster.13.IGKV1D-39","B naive","P1042HIV",1
"IGH.425.IGHV3-30_IGLC:Cluster.20.IGKV3-15","B naive","P1042HIV",1
"IGH.426.IGHV3-30_NA.NA","B intermediate","P1042HIV",1
"IGH.43.IGHV3-7_IGLC:Cluster.19.IGKV3-11","B naive","P1042MED",1
"IGH.431.IGHV3-23_IGLC:Cluster.3.IGKV1-6","B naive","P1042HIV",1
"IGH.432.IGHV3-48_IGLC:Cluster.28.IGLV1-44","B intermediate","P1042HIV",1
"IGH.434.IGHV4-39_IGLC:Cluster.20.IGKV3-15","B naive","P1042HIV",1
"IGH.437.IGHV3-11_IGLC:Cluster.30.IGLV2-14","B naive","P1042HIV",1
"IGH.438.IGHV5-51_NA.NA","B naive","P1042HIV",1
"IGH.44.IGHV1-2_NA.NA","B naive","P1042MED",1
"IGH.440.IGHV4-34_IGLC:Cluster.19.IGKV3-11","B intermediate","P1042HIV",1
"IGH.442.IGHV1-2_NA.NA","B intermediate","P1042HIV",1
"IGH.443.IGHV4-61_IGLC:Cluster.25.IGKV6-21","B naive","P1042HIV",1
"IGH.444.IGHV1-58_NA.NA","B naive","P1042HIV",1
"IGH.445.IGHV5-51_IGLC:Cluster.20.IGKV3-15","B intermediate","P1042HIV",1
"IGH.446.IGHV3-21_IGLC:Cluster.10.IGKV1-33","B naive","P1042HIV",1
"IGH.448.IGHV1-2_NA.NA","B naive","P1042HIV",1
"IGH.45.IGHV2-5_IGLC:Cluster.23.IGKV4-1","B naive","P1042MED",1
"IGH.450.IGHV3-13_NA.NA","B intermediate","P1042HIV",1
"IGH.451.IGHV2-5_IGLC:Cluster.10.IGKV1-33","B naive","P1042HIV",1
"IGH.452.IGHV3-30_NA.NA","B naive","P1042HIV",1
"IGH.453.IGHV3-15_IGLC:Cluster.21.IGKV3-20","B naive","P1042HIV",1
"IGH.454.IGHV3-48_NA.NA","B naive","P1042HIV",1
"IGH.455.IGHV1-69-2_IGLC:Cluster.10.IGKV1-33","B naive","P1042HIV",1
